Level and Distortion,
Left-Left(Total),
X,Y
Hz,dBSPL
4402.77777777778,14.103508465309
4416.66666666667,14.2305493127462
4430.55555555556,15.0980292771682
4444.44444444444,16.5466719542841
4458.33333333333,16.1079221405481
4472.22222222222,14.786877479119
4486.11111111111,16.0441981919911
4500,16.5575698893716
4513.88888888889,17.3368409305812
4527.77777777778,17.6624451791202
4541.66666666667,16.0739297468715
4555.55555555556,16.0083753613176
4569.44444444444,18.0130133792893
4583.33333333333,17.5716541907971
4597.22222222222,17.3918931143383
4611.11111111111,17.6733810709746
4625,16.1057618543443
4638.88888888889,16.298148036796
4652.77777777778,16.5850228310363
4666.66666666667,15.7915703323959
4680.55555555556,15.8959932483434
4694.44444444444,17.9450164912196
4708.33333333333,18.0043428622074
4722.22222222222,15.6723629622089
4736.11111111111,16.7307006088149
4750,17.1985348663457
4763.88888888889,15.1472072608974
4777.77777777778,16.3871823736001
4791.66666666667,17.3011393804463
4805.55555555556,15.3706563390694
4819.44444444444,15.0918620040474
4833.33333333333,15.8181124128539
4847.22222222222,16.4547535719032
4861.11111111111,17.19326868371
4875,16.2774432351462
4888.88888888889,14.3806459254955
4902.77777777778,13.110910879981
4916.66666666667,16.1486060506076
4930.55555555556,17.117270749547
4944.44444444444,16.6183444816599
4958.33333333333,14.6677983634795
4972.22222222222,13.9089017597025
4986.11111111111,16.3724226234741
5000,14.9163860382166
5013.88888888889,15.6920549753735
5027.77777777778,15.9368543134734
5041.66666666667,14.4678651627817
5055.55555555556,15.5885548605714
5069.44444444444,15.5986419818657
5083.33333333333,15.7288686716577
5097.22222222222,14.0117196500808
5111.11111111111,12.7141697448349
5125,14.6908284258899
5138.88888888889,17.1682614044686
5152.77777777778,18.6294973995412
5166.66666666667,16.9699974195849
5180.55555555556,14.4627398169738
5194.44444444444,14.1581246745141
5208.33333333333,13.2455856313058
5222.22222222222,15.7554224502407
5236.11111111111,16.6971421555826
5250,14.6810230011056
5263.88888888889,12.7919878315541
5277.77777777778,14.6488641278703
5291.66666666667,17.5961015346742
5305.55555555556,18.1242734557976
5319.44444444444,17.6181958531637
5333.33333333333,17.8426346679308
5347.22222222222,18.50034234693
5361.11111111111,17.3422003537636
5375,14.7070317827365
5388.88888888889,16.5796574548017
5402.77777777778,17.4443584069016
5416.66666666667,17.6020211628755
5430.55555555556,17.9231484475147
5444.44444444444,15.9501737017121
5458.33333333333,13.3735601059166
5472.22222222222,13.747322441623
5486.11111111111,16.6762464059871
5500,17.2626931951916
5513.88888888889,15.5546055869684
5527.77777777778,16.490891495556
5541.66666666667,16.2021019406657
5555.55555555556,15.6217938183237
5569.44444444444,18.0388158912784
5583.33333333333,17.7617092637391
5597.22222222222,16.0019250373157
5611.11111111111,15.4528589561577
5625,16.3510395091496
5638.88888888889,17.7101074895962
5652.77777777778,15.223549989909
5666.66666666667,17.0787613556149
5680.55555555556,19.1808664969449
5694.44444444444,17.18326696309
5708.33333333333,16.5582470397987
5722.22222222222,16.6617299532401
5736.11111111111,14.7715786443516
5750,13.2933113934641
5763.88888888889,18.2103274427916
5777.77777777778,19.7503482516172
5791.66666666667,15.481926175804
5805.55555555556,14.7312906230311
5819.44444444444,17.5034893984574
5833.33333333333,17.2283409177125
5847.22222222222,16.3914341766109
5861.11111111111,14.4735200907732
5875,16.9978862045136
5888.88888888889,17.2404048305235
5902.77777777778,13.5684937858792
5916.66666666667,14.5318402821033
5930.55555555556,15.4604217259683
5944.44444444444,16.7881113017182
5958.33333333333,18.6608863032627
5972.22222222222,18.1458334263969
5986.11111111111,15.6732804226466
6000,13.1317231959426
6013.88888888889,13.5785645786269
6027.77777777778,13.6215353234628
6041.66666666667,10.695576856926
6055.55555555556,14.3006579897498
6069.44444444444,18.1805974810114
6083.33333333333,18.8256147079036
6097.22222222222,17.2504545641138
6111.11111111111,15.744271592882
6125,15.6733654637195
6138.88888888889,14.5100105377293
6152.77777777778,15.7757234611301
6166.66666666667,17.3942554831486
6180.55555555556,14.9887898025156
6194.44444444444,12.334953813003
6208.33333333333,14.5814400782173
6222.22222222222,12.4046799100199
6236.11111111111,13.8459914436656
6250,16.560220750752
6263.88888888889,13.4558269827949
6277.77777777778,13.8701257673659
6291.66666666667,17.0178145094929
6305.55555555556,16.6123142804075
6319.44444444444,14.3245931546849
6333.33333333333,13.2606831269249
6347.22222222222,13.1168847140756
6361.11111111111,14.0575685501398
6375,17.6845885097234
6388.88888888889,17.28775273101
6402.77777777778,13.4349589417376
6416.66666666667,13.2654662191415
6430.55555555556,13.9742400837815
6444.44444444444,15.0096398343938
6458.33333333333,15.3519325522816
6472.22222222222,16.3787460439166
6486.11111111111,19.1483425195203
6500,20.9946999074283
6513.88888888889,20.1274754111446
6527.77777777778,16.1159084470812
6541.66666666667,13.3594679073254
6555.55555555556,16.2152793383643
6569.44444444444,19.8290596841635
6583.33333333333,20.8497675607019
6597.22222222222,20.5577130735244
6611.11111111111,19.9626123429484
6625,18.2489519308605
6638.88888888889,16.1382020439327
6652.77777777778,14.669195345844
6666.66666666667,15.2382335050629
6680.55555555556,15.7217715489836
6694.44444444444,19.6181323014534
6708.33333333333,21.4713482054246
6722.22222222222,20.2754711879536
6736.11111111111,18.3783651798239
6750,17.4974034676729
6763.88888888889,18.5231421174404
6777.77777777778,18.8848389707245
6791.66666666667,18.4800945953891
6805.55555555556,18.6300786993445
6819.44444444444,17.3798198355405
6833.33333333333,16.4724257446839
6847.22222222222,16.0299127633937
6861.11111111111,17.5219222910242
6875,16.7336864953299
6888.88888888889,14.2413055640793
6902.77777777778,17.6348213080054
6916.66666666667,19.4620566255007
6930.55555555556,20.9888148882487
6944.44444444444,20.1595791664281
6958.33333333333,16.1191125437617
6972.22222222222,17.917003970474
6986.11111111111,20.5739024836284
7000,21.3621960241609
7013.88888888889,19.5699290908208
7027.77777777778,17.3920804897472
7041.66666666667,18.0928331205295
7055.55555555556,18.8775081538737
7069.44444444444,19.8456088360429
7083.33333333333,19.6549096954614
7097.22222222222,20.2558592198351
7111.11111111111,21.4500140489223
7125,21.965858231388
7138.88888888889,21.219878174619
7152.77777777778,18.4779401595432
7166.66666666667,16.0840367526265
7180.55555555556,15.9891359358271
7194.44444444444,16.3282800095434
7208.33333333333,14.2228841196548
7222.22222222222,12.1387945874996
7236.11111111111,15.6869066925669
7250,18.1659392600531
7263.88888888889,18.8800200869532
7277.77777777778,17.2043042275491
7291.66666666667,14.9057885744654
7305.55555555556,14.9134174113822
7319.44444444444,17.8921407326623
7333.33333333333,19.9039171268808
7347.22222222222,18.9766899492437
7361.11111111111,17.4577920739743
7375,16.8815407938529
7388.88888888889,16.7610270856615
7402.77777777778,15.656008478573
7416.66666666667,14.6100057884828
7430.55555555556,15.0782533525747
7444.44444444444,15.9060433339745
7458.33333333333,21.6815099171756
7472.22222222222,23.5020347204224
7486.11111111111,20.4425968249938
7500,14.1147398569625
7513.88888888889,14.1889696704122
7527.77777777778,15.9613884632633
7541.66666666667,18.4878888190559
7555.55555555556,18.4683110469527
7569.44444444444,16.5259640935818
7583.33333333333,15.4127064364187
7597.22222222222,14.9122970092382
7611.11111111111,14.9651159273876
7625,15.5651830579485
7638.88888888889,18.0399322251416
7652.77777777778,17.6418471263342
7666.66666666667,13.0221425061753
7680.55555555556,14.8175999088603
7694.44444444444,17.5243641245766
7708.33333333333,17.4253660103166
7722.22222222222,15.4930581900877
7736.11111111111,13.0756165244039
7750,14.3871522555149
7763.88888888889,17.2807549065957
7777.77777777778,16.9331696486637
7791.66666666667,13.5996733010826
7805.55555555556,11.4964374608435
7819.44444444444,16.6954352566659
7833.33333333333,19.4929073132589
7847.22222222222,19.0778102294563
7861.11111111111,17.9994941420427
7875,16.4047672401497
7888.88888888889,15.3033344178406
7902.77777777778,15.9242073959026
7916.66666666667,14.4702314596813
7930.55555555556,13.692594408798
7944.44444444444,16.1778501372998
7958.33333333333,15.9929276181773
7972.22222222222,13.6576040868527
7986.11111111111,10.976950111068
8000,6.70803081412284
8013.88888888889,11.1574734403547
8027.77777777778,13.1948925431351
8041.66666666667,13.2213509425885
8055.55555555556,9.98851958423041
8069.44444444444,11.6731460814706
8083.33333333333,8.8230000597104
8097.22222222222,18.6461960328848
