"Rub and Buzz Peak Ratio",,,
Ch1,,Ch2,
X,Y,X,Y
Hz,dB,Hz,dB
1672.79846801842,-57.5559542409698,1672.79846801842,-58.341431912278
1686.76769919441,-52.4778363465508,1686.76769919441,-59.5222203429419
1700.85358484098,-57.8704200730009,1700.85358484098,-56.0991104030853
1714.80689534695,-59.5156859958202,1714.80689534695,-60.1635327841929
1728.622455204,-59.7215484200933,1728.622455204,-61.8591905743195
1742.80357348486,-58.4503316404761,1742.80357348486,-54.9582683660698
1756.8446921402,-59.1192525964236,1756.8446921402,-59.7218655544816
1770.74056992108,-56.2919428639756,1770.74056992108,-55.8507368692544
1784.74635805442,-58.7327229755651,1784.74635805442,-59.1224436406025
1798.8629258833,-58.9948244680713,1798.8629258833,-56.9675851108149
1812.82664400601,-56.7414202253262,1812.82664400601,-62.3946093984465
1826.89875583732,-63.2291008502196,1826.89875583732,-59.8395012150178
1840.8115139532,-56.5980241017281,1840.8115139532,-61.3932328697295
1854.83022475954,-55.5548147526111,1854.83022475954,-56.5637473416473
1868.68303963265,-56.821437336894,1868.68303963265,-59.9210935398997
1882.91400620515,-56.4106711948802,1882.91400620515,-64.4206991791806
1896.69982165705,-59.7774387178723,1896.69982165705,-57.9346056743988
1910.86533996085,-58.2266959399665,1910.86533996085,-58.621558790954
1924.85580200178,-54.3102426443655,1924.85580200178,-57.1660835219248
1938.94869566048,-58.7229376083707,1938.94869566048,-61.9424005618013
1952.85983333211,-60.518114072529,1952.85983333211,-60.9551275333739
1966.87077753898,-61.3679535991391,1966.87077753898,-60.6393585092552
1980.98224435081,-57.7675378706742,1980.98224435081,-59.6272838581266
1994.90388285713,-60.8215472555768,1994.90388285713,-64.9924140599949
2008.92335768644,-63.2700210419084,2008.92335768644,-62.5537812287409
2022.74622186435,-60.4810967904345,2022.74622186435,-60.1643839052323
2036.96136274768,-61.8769400328994,2036.96136274768,-59.922396415633
2050.97714893743,-62.0926992970935,2050.97714893743,-62.6505874217784
2064.78810522864,-59.6089358346208,2064.78810522864,-63.5476547504933
2078.99535978892,-61.2542171777011,2078.99535978892,-63.9801566910958
2092.9949862882,-61.2562492848162,2092.9949862882,-63.8844233602288
2106.78148812443,-59.3348404399911,2106.78148812443,-65.5246495088259
2120.96822202476,-61.4905861870572,2120.96822202476,-65.6282585430269
2134.93898281448,-64.4341508365291,2134.93898281448,-66.5833918091394
2149.0017686308,-61.044926277519,2149.0017686308,-66.2937519856391
