Level and Distortion,,,
Left-Left(Total),,Right-Left(Total),
X,Y,X,Y
Hz,dBSPL,Hz,dBSPL
1138.88888888889,17.1024143804719,1138.88888888889,21.9489964617631
1152.77777777778,16.8887983459955,1152.77777777778,22.1362420948279
1166.66666666667,15.9724004946995,1166.66666666667,21.6761396399338
1180.55555555556,14.4441334584289,1180.55555555556,20.2517580277792
1194.44444444444,14.4356998198175,1194.44444444444,21.537939069338
1208.33333333333,16.856610723774,1208.33333333333,21.8114929563525
1222.22222222222,17.5459526070294,1222.22222222222,21.0099275370989
1236.11111111111,17.2664342569658,1236.11111111111,20.9262123613742
1250,16.5007178920859,1250,20.9659654318351
1263.88888888889,16.5184519998669,1263.88888888889,20.0481681324734
1277.77777777778,16.4391250918228,1277.77777777778,20.4341275017794
1291.66666666667,15.5593362056154,1291.66666666667,22.2735515088655
1305.55555555556,16.7792011037562,1305.55555555556,21.888371536477
1319.44444444444,17.3885747161023,1319.44444444444,20.5581280673725
1333.33333333333,16.3890394044483,1333.33333333333,21.5738549833033
1347.22222222222,16.4252946602398,1347.22222222222,21.5517984947311
1361.11111111111,17.3174457012012,1361.11111111111,21.4380335000761
1375,17.040082123237,1375,22.4277215780319
1388.88888888889,16.2563701362301,1388.88888888889,21.6116830240049
1402.77777777778,15.9700399873861,1402.77777777778,19.5138539922766
1416.66666666667,16.3589358743751,1416.66666666667,18.8194747119351
1430.55555555556,17.6110055943392,1430.55555555556,20.8460343077208
1444.44444444444,18.3835292506911,1444.44444444444,21.9206855960162
1458.33333333333,17.6555409967545,1458.33333333333,21.5853869025187
1472.22222222222,15.9885141359241,1472.22222222222,21.9260587994641
1486.11111111111,15.0454182721888,1486.11111111111,22.6035831496575
1500,16.1488687672999,1500,21.8757046801009
1513.88888888889,17.2034152661666,1513.88888888889,20.4354588591113
1527.77777777778,16.7958178156342,1527.77777777778,21.32593421989
1541.66666666667,17.486895877784,1541.66666666667,22.3405336664168
1555.55555555556,18.5959279475803,1555.55555555556,22.3683716409782
1569.44444444444,18.7985513522408,1569.44444444444,21.1433488892859
1583.33333333333,18.8240406523762,1583.33333333333,20.6251512671514
1597.22222222222,18.5659737850773,1597.22222222222,21.1451509893312
1611.11111111111,17.6482592179746,1611.11111111111,21.4946068392029
1625,17.4877343404803,1625,22.9820869094625
1638.88888888889,18.6301429314413,1638.88888888889,22.9613307061995
1652.77777777778,19.0496926793737,1652.77777777778,21.4688678033914
1666.66666666667,17.8183296341206,1666.66666666667,21.7528053220827
1680.55555555556,16.0872383770767,1680.55555555556,21.6765598273949
1694.44444444444,16.1477168131949,1694.44444444444,21.0621238386959
1708.33333333333,16.5517526313494,1708.33333333333,22.4520915411416
1722.22222222222,16.663900149857,1722.22222222222,21.950508057165
1736.11111111111,17.5119023028313,1736.11111111111,20.3810827738862
1750,17.3831101987071,1750,20.968694637361
1763.88888888889,16.6489460829426,1763.88888888889,21.5195771932975
1777.77777777778,17.7034750862999,1777.77777777778,22.7451490587072
1791.66666666667,19.0575945728967,1791.66666666667,22.3531236867634
1805.55555555556,19.6395067651394,1805.55555555556,21.941426083514
1819.44444444444,18.0233572790879,1819.44444444444,23.0707282144234
1833.33333333333,15.7946408693143,1833.33333333333,22.1365732970645
1847.22222222222,15.6842158831176,1847.22222222222,21.9426163699199
1861.11111111111,14.756029801301,1861.11111111111,22.9601426248337
1875,15.6339803120018,1875,21.9608803956975
1888.88888888889,17.5988815673421,1888.88888888889,22.0592409853923
1902.77777777778,18.6706326108223,1902.77777777778,23.4033561633979
1916.66666666667,17.6645818726319,1916.66666666667,23.2293554257726
1930.55555555556,16.9786814906055,1930.55555555556,22.2368743967908
1944.44444444444,16.7212441547598,1944.44444444444,22.1353268006998
1958.33333333333,15.8039533825674,1958.33333333333,22.6707322570537
1972.22222222222,16.4442238339263,1972.22222222222,22.494715342815
1986.11111111111,16.3320968353252,1986.11111111111,22.3505628875312
2000,17.3923678260217,2000,22.2079234841874
2013.88888888889,18.6579577303496,2013.88888888889,22.3300482689888
2027.77777777778,18.9308854692353,2027.77777777778,20.7745149092629
2041.66666666667,18.1210215969977,2041.66666666667,19.2328039532429
2055.55555555556,16.3364961514263,2055.55555555556,21.8453391876892
2069.44444444444,16.0383714830231,2069.44444444444,22.8146463628566
2083.33333333333,16.0131933395361,2083.33333333333,23.7855198763644
