cycle,serial,delay_s,elapsed_s,status,reason,mac,retest_status
0,SN-STRESS-D10-0000,1.0,2.234,success,,,retest_ok
1,SN-STRESS-D10-0001,1.0,2.265,success,,,retest_ok
2,SN-STRESS-D10-0002,1.0,2.016,success,,,retest_ok
3,SN-STRESS-D10-0003,1.0,2.156,success,,,retest_ok
4,SN-STRESS-D10-0004,1.0,2.188,success,,,retest_ok
