L-R-Diff Raw,
L-R-Diff Left,
X,Y
Hz,dB
1131.944444,0
1135.416667,0
1138.888889,0
1142.361111,0
1145.833333,0
1149.305556,0
1152.777778,0
1156.25,0
1159.722222,0
1163.194444,0
1166.666667,0
1170.138889,0
1173.611111,0
1177.083333,0
1180.555556,0
1184.027778,0
1187.5,0
1190.972222,0
1194.444444,0
1197.916667,0
1201.388889,0
1204.861111,0
1208.333333,0
1211.805556,0
1215.277778,0
1218.75,0
1222.222222,0
1225.694444,0
1229.166667,0
1232.638889,0
1236.111111,0
1239.583333,0
1243.055556,0
1246.527778,0
1250,0
1253.472222,0
1256.944444,0
1260.416667,0
1263.888889,0
1267.361111,0
1270.833333,0
1274.305556,0
1277.777778,0
1281.25,0
1284.722222,0
1288.194444,0
1291.666667,0
1295.138889,0
1298.611111,0
1302.083333,0
1305.555556,0
1309.027778,0
1312.5,0
1315.972222,0
1319.444444,0
1322.916667,0
1326.388889,0
1329.861111,0
1333.333333,0
1336.805556,0
1340.277778,0
1343.75,0
1347.222222,0
1350.694444,0
1354.166667,0
1357.638889,0
1361.111111,0
1364.583333,0
1368.055556,0
1371.527778,0
1375,0
1378.472222,0
1381.944444,0
1385.416667,0
1388.888889,0
1392.361111,0
1395.833333,0
1399.305556,0
1402.777778,0
1406.25,0
1409.722222,0
1413.194444,0
1416.666667,0
1420.138889,0
1423.611111,0
1427.083333,0
1430.555556,0
1434.027778,0
1437.5,0
1440.972222,0
1444.444444,0
1447.916667,0
1451.388889,0
1454.861111,0
1458.333333,0
1461.805556,0
1465.277778,0
1468.75,0
1472.222222,0
1475.694444,0
1479.166667,0
1482.638889,0
1486.111111,0
1489.583333,0
1493.055556,0
1496.527778,0
1500,0
1503.472222,0
1506.944444,0
1510.416667,0
1513.888889,0
1517.361111,0
1520.833333,0
1524.305556,0
1527.777778,0
1531.25,0
1534.722222,0
1538.194444,0
1541.666667,0
1545.138889,0
1548.611111,0
1552.083333,0
1555.555556,0
1559.027778,0
1562.5,0
1565.972222,0
1569.444444,0
1572.916667,0
1576.388889,0
1579.861111,0
1583.333333,0
1586.805556,0
1590.277778,0
1593.75,0
1597.222222,0
1600.694444,0
1604.166667,0
1607.638889,0
1611.111111,0
1614.583333,0
1618.055556,0
1621.527778,0
1625,0
1628.472222,0
1631.944444,0
1635.416667,0
1638.888889,0
1642.361111,0
1645.833333,0
1649.305556,0
1652.777778,0
1656.25,0
1659.722222,0
1663.194444,0
1666.666667,0
1670.138889,0
1673.611111,0
1677.083333,0
1680.555556,0
1684.027778,0
1687.5,0
1690.972222,0
1694.444444,0
1697.916667,0
1701.388889,0
1704.861111,0
1708.333333,0
1711.805556,0
1715.277778,0
1718.75,0
1722.222222,0
1725.694444,0
1729.166667,0
1732.638889,0
1736.111111,0
1739.583333,0
1743.055556,0
1746.527778,0
1750,0
1753.472222,0
1756.944444,0
1760.416667,0
1763.888889,0
1767.361111,0
1770.833333,0
1774.305556,0
1777.777778,0
1781.25,0
1784.722222,0
1788.194444,0
1791.666667,0
1795.138889,0
1798.611111,0
1802.083333,0
1805.555556,0
1809.027778,0
1812.5,0
1815.972222,0
1819.444444,0
1822.916667,0
1826.388889,0
1829.861111,0
1833.333333,0
1836.805556,0
1840.277778,0
1843.75,0
1847.222222,0
1850.694444,0
1854.166667,0
1857.638889,0
1861.111111,0
1864.583333,0
1868.055556,0
1871.527778,0
1875,0
1878.472222,0
1881.944444,0
1885.416667,0
1888.888889,0
1892.361111,0
1895.833333,0
1899.305556,0
1902.777778,0
1906.25,0
1909.722222,0
1913.194444,0
1916.666667,0
1920.138889,0
1923.611111,0
1927.083333,0
1930.555556,0
1934.027778,0
1937.5,0
1940.972222,0
1944.444444,0
1947.916667,0
1951.388889,0
1954.861111,0
1958.333333,0
1961.805556,0
1965.277778,0
1968.75,0
1972.222222,0
1975.694444,0
1979.166667,0
1982.638889,0
1986.111111,0
1989.583333,0
1993.055556,0
1996.527778,0
2000,0
2003.472222,0
2006.944444,0
2010.416667,0
2013.888889,0
2017.361111,0
2020.833333,0
2024.305556,0
2027.777778,0
2031.25,0
2034.722222,0
2038.194444,0
2041.666667,0
