L-R-Diff Raw,
L-R-Diff Left,
X,Y
Hz,dB
6125,0
6128.472222,0
6131.944444,0
6135.416667,0
6138.888889,0
6142.361111,0
6145.833333,0
6149.305556,0
6152.777778,0
6156.25,0
6159.722222,0
6163.194444,0
6166.666667,0
6170.138889,0
6173.611111,0
6177.083333,0
6180.555556,0
6184.027778,0
6187.5,0
6190.972222,0
6194.444444,0
6197.916667,0
6201.388889,0
6204.861111,0
6208.333333,0
6211.805556,0
6215.277778,0
6218.75,0
6222.222222,0
6225.694444,0
6229.166667,0
6232.638889,0
6236.111111,0
6239.583333,0
6243.055556,0
6246.527778,0
6250,0
6253.472222,0
6256.944444,0
6260.416667,0
6263.888889,0
6267.361111,0
6270.833333,0
6274.305556,0
6277.777778,0
6281.25,0
6284.722222,0
6288.194444,0
6291.666667,0
6295.138889,0
6298.611111,0
6302.083333,0
6305.555556,0
6309.027778,0
6312.5,0
6315.972222,0
6319.444444,0
6322.916667,0
6326.388889,0
6329.861111,0
6333.333333,0
6336.805556,0
6340.277778,0
6343.75,0
6347.222222,0
6350.694444,0
6354.166667,0
6357.638889,0
6361.111111,0
6364.583333,0
6368.055556,0
6371.527778,0
6375,0
6378.472222,0
6381.944444,0
6385.416667,0
6388.888889,0
6392.361111,0
6395.833333,0
6399.305556,0
6402.777778,0
6406.25,0
6409.722222,0
6413.194444,0
6416.666667,0
6420.138889,0
6423.611111,0
6427.083333,0
6430.555556,0
6434.027778,0
6437.5,0
6440.972222,0
6444.444444,0
6447.916667,0
6451.388889,0
6454.861111,0
6458.333333,0
6461.805556,0
6465.277778,0
6468.75,0
6472.222222,0
6475.694444,0
6479.166667,0
6482.638889,0
6486.111111,0
6489.583333,0
6493.055556,0
6496.527778,0
6500,0
6503.472222,0
6506.944444,0
6510.416667,0
6513.888889,0
6517.361111,0
6520.833333,0
6524.305556,0
6527.777778,0
6531.25,0
6534.722222,0
6538.194444,0
6541.666667,0
6545.138889,0
6548.611111,0
6552.083333,0
6555.555556,0
6559.027778,0
6562.5,0
6565.972222,0
6569.444444,0
6572.916667,0
6576.388889,0
6579.861111,0
6583.333333,0
6586.805556,0
6590.277778,0
6593.75,0
6597.222222,0
6600.694444,0
6604.166667,0
6607.638889,0
6611.111111,0
6614.583333,0
6618.055556,0
6621.527778,0
6625,0
6628.472222,0
6631.944444,0
6635.416667,0
6638.888889,0
6642.361111,0
6645.833333,0
6649.305556,0
6652.777778,0
6656.25,0
6659.722222,0
6663.194444,0
6666.666667,0
6670.138889,0
6673.611111,0
6677.083333,0
6680.555556,0
6684.027778,0
6687.5,0
6690.972222,0
6694.444444,0
6697.916667,0
6701.388889,0
6704.861111,0
6708.333333,0
6711.805556,0
6715.277778,0
6718.75,0
6722.222222,0
6725.694444,0
6729.166667,0
6732.638889,0
6736.111111,0
6739.583333,0
6743.055556,0
6746.527778,0
6750,0
6753.472222,0
6756.944444,0
6760.416667,0
6763.888889,0
6767.361111,0
6770.833333,0
6774.305556,0
6777.777778,0
6781.25,0
6784.722222,0
6788.194444,0
6791.666667,0
6795.138889,0
6798.611111,0
6802.083333,0
6805.555556,0
6809.027778,0
6812.5,0
6815.972222,0
6819.444444,0
6822.916667,0
6826.388889,0
6829.861111,0
6833.333333,0
6836.805556,0
6840.277778,0
6843.75,0
6847.222222,0
6850.694444,0
6854.166667,0
6857.638889,0
6861.111111,0
6864.583333,0
6868.055556,0
6871.527778,0
6875,0
6878.472222,0
6881.944444,0
6885.416667,0
6888.888889,0
6892.361111,0
6895.833333,0
6899.305556,0
6902.777778,0
6906.25,0
6909.722222,0
6913.194444,0
6916.666667,0
6920.138889,0
6923.611111,0
6927.083333,0
6930.555556,0
6934.027778,0
6937.5,0
6940.972222,0
6944.444444,0
6947.916667,0
6951.388889,0
6954.861111,0
6958.333333,0
6961.805556,0
6965.277778,0
6968.75,0
6972.222222,0
6975.694444,0
6979.166667,0
6982.638889,0
6986.111111,0
6989.583333,0
6993.055556,0
6996.527778,0
7000,0
7003.472222,0
7006.944444,0
7010.416667,0
7013.888889,0
7017.361111,0
7020.833333,0
7024.305556,0
7027.777778,0
7031.25,0
7034.722222,0
7038.194444,0
7041.666667,0
7045.138889,0
7048.611111,0
7052.083333,0
7055.555556,0
7059.027778,0
7062.5,0
7065.972222,0
7069.444444,0
7072.916667,0
7076.388889,0
7079.861111,0
7083.333333,0
7086.805556,0
7090.277778,0
7093.75,0
7097.222222,0
7100.694444,0
7104.166667,0
7107.638889,0
7111.111111,0
7114.583333,0
7118.055556,0
7121.527778,0
7125,0
7128.472222,0
7131.944444,0
7135.416667,0
7138.888889,0
7142.361111,0
7145.833333,0
7149.305556,0
7152.777778,0
7156.25,0
7159.722222,0
7163.194444,0
7166.666667,0
7170.138889,0
7173.611111,0
7177.083333,0
7180.555556,0
7184.027778,0
7187.5,0
7190.972222,0
7194.444444,0
7197.916667,0
7201.388889,0
7204.861111,0
7208.333333,0
7211.805556,0
7215.277778,0
7218.75,0
7222.222222,0
7225.694444,0
7229.166667,0
7232.638889,0
7236.111111,0
7239.583333,0
7243.055556,0
7246.527778,0
7250,0
7253.472222,0
7256.944444,0
7260.416667,0
7263.888889,0
7267.361111,0
7270.833333,0
7274.305556,0
7277.777778,0
7281.25,0
7284.722222,0
7288.194444,0
7291.666667,0
7295.138889,0
7298.611111,0
7302.083333,0
7305.555556,0
7309.027778,0
7312.5,0
7315.972222,0
7319.444444,0
7322.916667,0
7326.388889,0
7329.861111,0
7333.333333,0
7336.805556,0
7340.277778,0
7343.75,0
7347.222222,0
7350.694444,0
7354.166667,0
7357.638889,0
7361.111111,0
7364.583333,0
7368.055556,0
7371.527778,0
7375,0
7378.472222,0
7381.944444,0
7385.416667,0
7388.888889,0
7392.361111,0
7395.833333,0
7399.305556,0
7402.777778,0
7406.25,0
7409.722222,0
7413.194444,0
7416.666667,0
7420.138889,0
7423.611111,0
7427.083333,0
7430.555556,0
7434.027778,0
7437.5,0
7440.972222,0
7444.444444,0
7447.916667,0
7451.388889,0
7454.861111,0
7458.333333,0
7461.805556,0
7465.277778,0
7468.75,0
7472.222222,0
7475.694444,0
7479.166667,0
7482.638889,0
7486.111111,0
7489.583333,0
7493.055556,0
7496.527778,0
7500,0
7503.472222,0
7506.944444,0
7510.416667,0
7513.888889,0
7517.361111,0
7520.833333,0
7524.305556,0
7527.777778,0
7531.25,0
7534.722222,0
7538.194444,0
7541.666667,0
7545.138889,0
7548.611111,0
7552.083333,0
7555.555556,0
7559.027778,0
7562.5,0
7565.972222,0
7569.444444,0
7572.916667,0
7576.388889,0
7579.861111,0
7583.333333,0
7586.805556,0
7590.277778,0
7593.75,0
7597.222222,0
7600.694444,0
7604.166667,0
7607.638889,0
7611.111111,0
7614.583333,0
7618.055556,0
7621.527778,0
7625,0
7628.472222,0
7631.944444,0
7635.416667,0
7638.888889,0
7642.361111,0
7645.833333,0
7649.305556,0
7652.777778,0
7656.25,0
7659.722222,0
7663.194444,0
7666.666667,0
7670.138889,0
7673.611111,0
7677.083333,0
7680.555556,0
7684.027778,0
7687.5,0
7690.972222,0
7694.444444,0
7697.916667,0
7701.388889,0
7704.861111,0
7708.333333,0
7711.805556,0
7715.277778,0
7718.75,0
7722.222222,0
7725.694444,0
7729.166667,0
7732.638889,0
7736.111111,0
7739.583333,0
7743.055556,0
7746.527778,0
7750,0
7753.472222,0
7756.944444,0
7760.416667,0
7763.888889,0
7767.361111,0
7770.833333,0
7774.305556,0
7777.777778,0
7781.25,0
7784.722222,0
7788.194444,0
7791.666667,0
7795.138889,0
7798.611111,0
7802.083333,0
7805.555556,0
7809.027778,0
7812.5,0
7815.972222,0
7819.444444,0
7822.916667,0
7826.388889,0
7829.861111,0
7833.333333,0
7836.805556,0
7840.277778,0
7843.75,0
7847.222222,0
7850.694444,0
7854.166667,0
7857.638889,0
7861.111111,0
7864.583333,0
7868.055556,0
7871.527778,0
7875,0
7878.472222,0
7881.944444,0
7885.416667,0
7888.888889,0
7892.361111,0
7895.833333,0
7899.305556,0
7902.777778,0
7906.25,0
7909.722222,0
7913.194444,0
7916.666667,0
7920.138889,0
7923.611111,0
7927.083333,0
7930.555556,0
7934.027778,0
7937.5,0
7940.972222,0
7944.444444,0
7947.916667,0
7951.388889,0
7954.861111,0
7958.333333,0
7961.805556,0
7965.277778,0
7968.75,0
7972.222222,0
7975.694444,0
7979.166667,0
7982.638889,0
7986.111111,0
7989.583333,0
7993.055556,0
7996.527778,0
8000,0
8003.472222,0
8006.944444,0
8010.416667,0
8013.888889,0
8017.361111,0
8020.833333,0
8024.305556,0
8027.777778,0
8031.25,0
8034.722222,0
8038.194444,0
8041.666667,0
8045.138889,0
8048.611111,0
8052.083333,0
8055.555556,0
8059.027778,0
8062.5,0
8065.972222,0
8069.444444,0
8072.916667,0
8076.388889,0
8079.861111,0
8083.333333,0
8086.805556,0
8090.277778,0
8093.75,0
8097.222222,0
8100.694444,0
8104.166667,0
8107.638889,0
8111.111111,0
8114.583333,0
8118.055556,0
8121.527778,0
8125,0
8128.472222,0
8131.944444,0
8135.416667,0
8138.888889,0
8142.361111,0
8145.833333,0
8149.305556,0
8152.777778,0
8156.25,0
8159.722222,0
8163.194444,0
8166.666667,0
8170.138889,0
8173.611111,0
8177.083333,0
8180.555556,0
8184.027778,0
8187.5,0
8190.972222,0
8194.444444,0
8197.916667,0
8201.388889,0
8204.861111,0
8208.333333,0
8211.805556,0
8215.277778,0
8218.75,0
8222.222222,0
8225.694444,0
8229.166667,0
8232.638889,0
8236.111111,0
8239.583333,0
8243.055556,0
8246.527778,0
8250,0
8253.472222,0
8256.944444,0
8260.416667,0
8263.888889,0
8267.361111,0
8270.833333,0
8274.305556,0
8277.777778,0
8281.25,0
8284.722222,0
8288.194444,0
8291.666667,0
8295.138889,0
8298.611111,0
8302.083333,0
8305.555556,0
8309.027778,0
8312.5,0
8315.972222,0
8319.444444,0
8322.916667,0
8326.388889,0
8329.861111,0
8333.333333,0
8336.805556,0
8340.277778,0
8343.75,0
8347.222222,0
8350.694444,0
8354.166667,0
8357.638889,0
8361.111111,0
8364.583333,0
8368.055556,0
8371.527778,0
8375,0
8378.472222,0
8381.944444,0
8385.416667,0
8388.888889,0
8392.361111,0
8395.833333,0
8399.305556,0
8402.777778,0
8406.25,0
8409.722222,0
8413.194444,0
8416.666667,0
8420.138889,0
8423.611111,0
8427.083333,0
8430.555556,0
8434.027778,0
8437.5,0
8440.972222,0
8444.444444,0
8447.916667,0
8451.388889,0
8454.861111,0
8458.333333,0
8461.805556,0
8465.277778,0
8468.75,0
8472.222222,0
8475.694444,0
8479.166667,0
8482.638889,0
8486.111111,0
8489.583333,0
8493.055556,0
8496.527778,0
8500,0
8503.472222,0
8506.944444,0
8510.416667,0
8513.888889,0
8517.361111,0
8520.833333,0
8524.305556,0
8527.777778,0
8531.25,0
8534.722222,0
8538.194444,0
8541.666667,0
8545.138889,0
8548.611111,0
8552.083333,0
8555.555556,0
8559.027778,0
8562.5,0
8565.972222,0
8569.444444,0
8572.916667,0
8576.388889,0
8579.861111,0
8583.333333,0
8586.805556,0
8590.277778,0
8593.75,0
8597.222222,0
8600.694444,0
8604.166667,0
8607.638889,0
8611.111111,0
8614.583333,0
8618.055556,0
8621.527778,0
8625,0
8628.472222,0
8631.944444,0
8635.416667,0
8638.888889,0
8642.361111,0
8645.833333,0
8649.305556,0
8652.777778,0
8656.25,0
8659.722222,0
8663.194444,0
8666.666667,0
8670.138889,0
8673.611111,0
8677.083333,0
8680.555556,0
8684.027778,0
8687.5,0
8690.972222,0
8694.444444,0
8697.916667,0
8701.388889,0
8704.861111,0
8708.333333,0
8711.805556,0
8715.277778,0
8718.75,0
8722.222222,0
8725.694444,0
8729.166667,0
8732.638889,0
8736.111111,0
8739.583333,0
8743.055556,0
8746.527778,0
8750,0
8753.472222,0
8756.944444,0
8760.416667,0
8763.888889,0
8767.361111,0
8770.833333,0
8774.305556,0
8777.777778,0
8781.25,0
8784.722222,0
8788.194444,0
8791.666667,0
8795.138889,0
8798.611111,0
8802.083333,0
8805.555556,0
8809.027778,0
8812.5,0
8815.972222,0
8819.444444,0
8822.916667,0
8826.388889,0
8829.861111,0
8833.333333,0
8836.805556,0
8840.277778,0
8843.75,0
8847.222222,0
8850.694444,0
8854.166667,0
8857.638889,0
8861.111111,0
8864.583333,0
8868.055556,0
8871.527778,0
8875,0
8878.472222,0
8881.944444,0
8885.416667,0
8888.888889,0
8892.361111,0
8895.833333,0
8899.305556,0
8902.777778,0
8906.25,0
8909.722222,0
8913.194444,0
8916.666667,0
8920.138889,0
8923.611111,0
8927.083333,0
8930.555556,0
8934.027778,0
8937.5,0
8940.972222,0
8944.444444,0
8947.916667,0
8951.388889,0
8954.861111,0
8958.333333,0
8961.805556,0
8965.277778,0
8968.75,0
8972.222222,0
8975.694444,0
8979.166667,0
8982.638889,0
8986.111111,0
8989.583333,0
8993.055556,0
8996.527778,0
9000,0
9003.472222,0
9006.944444,0
9010.416667,0
9013.888889,0
9017.361111,0
9020.833333,0
9024.305556,0
9027.777778,0
9031.25,0
9034.722222,0
9038.194444,0
9041.666667,0
9045.138889,0
9048.611111,0
9052.083333,0
9055.555556,0
9059.027778,0
9062.5,0
9065.972222,0
9069.444444,0
9072.916667,0
9076.388889,0
9079.861111,0
9083.333333,0
9086.805556,0
9090.277778,0
9093.75,0
9097.222222,0
9100.694444,0
9104.166667,0
9107.638889,0
9111.111111,0
9114.583333,0
9118.055556,0
9121.527778,0
9125,0
9128.472222,0
9131.944444,0
9135.416667,0
9138.888889,0
9142.361111,0
9145.833333,0
9149.305556,0
9152.777778,0
9156.25,0
9159.722222,0
9163.194444,0
9166.666667,0
9170.138889,0
9173.611111,0
9177.083333,0
9180.555556,0
9184.027778,0
9187.5,0
9190.972222,0
9194.444444,0
9197.916667,0
9201.388889,0
9204.861111,0
9208.333333,0
9211.805556,0
9215.277778,0
9218.75,0
9222.222222,0
9225.694444,0
9229.166667,0
9232.638889,0
9236.111111,0
9239.583333,0
9243.055556,0
9246.527778,0
9250,0
9253.472222,0
9256.944444,0
9260.416667,0
9263.888889,0
9267.361111,0
9270.833333,0
9274.305556,0
9277.777778,0
9281.25,0
9284.722222,0
9288.194444,0
9291.666667,0
9295.138889,0
9298.611111,0
9302.083333,0
9305.555556,0
9309.027778,0
9312.5,0
9315.972222,0
9319.444444,0
9322.916667,0
9326.388889,0
9329.861111,0
9333.333333,0
9336.805556,0
9340.277778,0
9343.75,0
9347.222222,0
9350.694444,0
9354.166667,0
9357.638889,0
9361.111111,0
9364.583333,0
9368.055556,0
9371.527778,0
9375,0
9378.472222,0
9381.944444,0
9385.416667,0
9388.888889,0
9392.361111,0
9395.833333,0
9399.305556,0
9402.777778,0
9406.25,0
9409.722222,0
9413.194444,0
9416.666667,0
9420.138889,0
9423.611111,0
9427.083333,0
9430.555556,0
9434.027778,0
9437.5,0
9440.972222,0
9444.444444,0
9447.916667,0
9451.388889,0
9454.861111,0
9458.333333,0
9461.805556,0
9465.277778,0
9468.75,0
9472.222222,0
9475.694444,0
9479.166667,0
9482.638889,0
9486.111111,0
9489.583333,0
9493.055556,0
9496.527778,0
9500,0
9503.472222,0
9506.944444,0
9510.416667,0
9513.888889,0
9517.361111,0
9520.833333,0
9524.305556,0
9527.777778,0
9531.25,0
9534.722222,0
9538.194444,0
9541.666667,0
9545.138889,0
9548.611111,0
9552.083333,0
9555.555556,0
9559.027778,0
9562.5,0
9565.972222,0
9569.444444,0
9572.916667,0
9576.388889,0
9579.861111,0
9583.333333,0
9586.805556,0
9590.277778,0
9593.75,0
9597.222222,0
9600.694444,0
9604.166667,0
9607.638889,0
9611.111111,0
9614.583333,0
9618.055556,0
9621.527778,0
9625,0
9628.472222,0
9631.944444,0
9635.416667,0
9638.888889,0
9642.361111,0
9645.833333,0
9649.305556,0
9652.777778,0
9656.25,0
9659.722222,0
9663.194444,0
9666.666667,0
9670.138889,0
9673.611111,0
9677.083333,0
9680.555556,0
9684.027778,0
9687.5,0
9690.972222,0
9694.444444,0
9697.916667,0
9701.388889,0
9704.861111,0
9708.333333,0
9711.805556,0
9715.277778,0
9718.75,0
9722.222222,0
9725.694444,0
9729.166667,0
9732.638889,0
9736.111111,0
9739.583333,0
9743.055556,0
9746.527778,0
9750,0
9753.472222,0
9756.944444,0
9760.416667,0
9763.888889,0
9767.361111,0
9770.833333,0
9774.305556,0
9777.777778,0
9781.25,0
9784.722222,0
9788.194444,0
9791.666667,0
9795.138889,0
9798.611111,0
9802.083333,0
9805.555556,0
9809.027778,0
9812.5,0
9815.972222,0
9819.444444,0
9822.916667,0
9826.388889,0
9829.861111,0
9833.333333,0
9836.805556,0
9840.277778,0
9843.75,0
9847.222222,0
9850.694444,0
9854.166667,0
9857.638889,0
9861.111111,0
9864.583333,0
9868.055556,0
9871.527778,0
9875,0
9878.472222,0
9881.944444,0
9885.416667,0
9888.888889,0
9892.361111,0
9895.833333,0
9899.305556,0
9902.777778,0
9906.25,0
9909.722222,0
9913.194444,0
9916.666667,0
9920.138889,0
9923.611111,0
9927.083333,0
9930.555556,0
9934.027778,0
9937.5,0
9940.972222,0
9944.444444,0
9947.916667,0
9951.388889,0
9954.861111,0
9958.333333,0
9961.805556,0
9965.277778,0
9968.75,0
9972.222222,0
9975.694444,0
9979.166667,0
9982.638889,0
9986.111111,0
9989.583333,0
9993.055556,0
9996.527778,0
10000,0
10003.47222,0
10006.94444,0
10010.41667,0
10013.88889,0
10017.36111,0
10020.83333,0
10024.30556,0
10027.77778,0
10031.25,0
10034.72222,0
10038.19444,0
10041.66667,0
10045.13889,0
10048.61111,0
10052.08333,0
10055.55556,0
10059.02778,0
10062.5,0
10065.97222,0
10069.44444,0
10072.91667,0
10076.38889,0
10079.86111,0
10083.33333,0
10086.80556,0
10090.27778,0
10093.75,0
10097.22222,0
10100.69444,0
10104.16667,0
10107.63889,0
10111.11111,0
10114.58333,0
10118.05556,0
10121.52778,0
10125,0
10128.47222,0
10131.94444,0
10135.41667,0
10138.88889,0
10142.36111,0
10145.83333,0
10149.30556,0
10152.77778,0
10156.25,0
10159.72222,0
10163.19444,0
10166.66667,0
10170.13889,0
10173.61111,0
10177.08333,0
10180.55556,0
10184.02778,0
10187.5,0
10190.97222,0
10194.44444,0
10197.91667,0
10201.38889,0
10204.86111,0
10208.33333,0
10211.80556,0
10215.27778,0
10218.75,0
10222.22222,0
10225.69444,0
10229.16667,0
10232.63889,0
10236.11111,0
10239.58333,0
10243.05556,0
10246.52778,0
10250,0
10253.47222,0
10256.94444,0
10260.41667,0
10263.88889,0
10267.36111,0
10270.83333,0
10274.30556,0
10277.77778,0
10281.25,0
10284.72222,0
10288.19444,0
10291.66667,0
10295.13889,0
10298.61111,0
10302.08333,0
10305.55556,0
10309.02778,0
10312.5,0
10315.97222,0
10319.44444,0
10322.91667,0
10326.38889,0
10329.86111,0
10333.33333,0
10336.80556,0
10340.27778,0
10343.75,0
10347.22222,0
10350.69444,0
10354.16667,0
10357.63889,0
10361.11111,0
10364.58333,0
10368.05556,0
10371.52778,0
10375,0
10378.47222,0
10381.94444,0
10385.41667,0
10388.88889,0
10392.36111,0
10395.83333,0
10399.30556,0
10402.77778,0
10406.25,0
10409.72222,0
10413.19444,0
10416.66667,0
10420.13889,0
10423.61111,0
10427.08333,0
10430.55556,0
10434.02778,0
10437.5,0
10440.97222,0
10444.44444,0
10447.91667,0
10451.38889,0
10454.86111,0
10458.33333,0
10461.80556,0
10465.27778,0
10468.75,0
10472.22222,0
10475.69444,0
10479.16667,0
10482.63889,0
10486.11111,0
10489.58333,0
10493.05556,0
10496.52778,0
10500,0
10503.47222,0
10506.94444,0
10510.41667,0
10513.88889,0
10517.36111,0
10520.83333,0
10524.30556,0
10527.77778,0
10531.25,0
10534.72222,0
10538.19444,0
10541.66667,0
10545.13889,0
10548.61111,0
10552.08333,0
10555.55556,0
10559.02778,0
10562.5,0
10565.97222,0
10569.44444,0
10572.91667,0
10576.38889,0
10579.86111,0
10583.33333,0
10586.80556,0
10590.27778,0
10593.75,0
10597.22222,0
10600.69444,0
10604.16667,0
10607.63889,0
10611.11111,0
10614.58333,0
10618.05556,0
10621.52778,0
10625,0
10628.47222,0
10631.94444,0
10635.41667,0
10638.88889,0
10642.36111,0
10645.83333,0
10649.30556,0
10652.77778,0
10656.25,0
10659.72222,0
10663.19444,0
10666.66667,0
10670.13889,0
10673.61111,0
10677.08333,0
10680.55556,0
10684.02778,0
10687.5,0
10690.97222,0
10694.44444,0
10697.91667,0
10701.38889,0
10704.86111,0
10708.33333,0
10711.80556,0
10715.27778,0
10718.75,0
10722.22222,0
10725.69444,0
10729.16667,0
10732.63889,0
10736.11111,0
10739.58333,0
10743.05556,0
10746.52778,0
10750,0
10753.47222,0
10756.94444,0
10760.41667,0
10763.88889,0
10767.36111,0
10770.83333,0
10774.30556,0
10777.77778,0
10781.25,0
10784.72222,0
10788.19444,0
10791.66667,0
10795.13889,0
10798.61111,0
10802.08333,0
10805.55556,0
10809.02778,0
10812.5,0
10815.97222,0
10819.44444,0
10822.91667,0
10826.38889,0
10829.86111,0
10833.33333,0
10836.80556,0
10840.27778,0
10843.75,0
10847.22222,0
10850.69444,0
10854.16667,0
10857.63889,0
10861.11111,0
10864.58333,0
10868.05556,0
10871.52778,0
10875,0
10878.47222,0
10881.94444,0
10885.41667,0
10888.88889,0
10892.36111,0
10895.83333,0
10899.30556,0
10902.77778,0
10906.25,0
10909.72222,0
10913.19444,0
10916.66667,0
10920.13889,0
10923.61111,0
10927.08333,0
10930.55556,0
10934.02778,0
10937.5,0
10940.97222,0
10944.44444,0
10947.91667,0
10951.38889,0
10954.86111,0
10958.33333,0
10961.80556,0
10965.27778,0
10968.75,0
10972.22222,0
10975.69444,0
10979.16667,0
10982.63889,0
10986.11111,0
10989.58333,0
10993.05556,0
10996.52778,0
11000,0
11003.47222,0
11006.94444,0
11010.41667,0
11013.88889,0
11017.36111,0
11020.83333,0
11024.30556,0
11027.77778,0
11031.25,0
11034.72222,0
11038.19444,0
11041.66667,0
11045.13889,0
11048.61111,0
11052.08333,0
11055.55556,0
11059.02778,0
11062.5,0
11065.97222,0
11069.44444,0
11072.91667,0
11076.38889,0
11079.86111,0
11083.33333,0
11086.80556,0
11090.27778,0
11093.75,0
11097.22222,0
11100.69444,0
11104.16667,0
11107.63889,0
11111.11111,0
11114.58333,0
11118.05556,0
11121.52778,0
11125,0
11128.47222,0
11131.94444,0
11135.41667,0
11138.88889,0
11142.36111,0
11145.83333,0
11149.30556,0
11152.77778,0
11156.25,0
11159.72222,0
11163.19444,0
11166.66667,0
11170.13889,0
11173.61111,0
11177.08333,0
11180.55556,0
11184.02778,0
11187.5,0
11190.97222,0
11194.44444,0
11197.91667,0
11201.38889,0
11204.86111,0
11208.33333,0
11211.80556,0
11215.27778,0
11218.75,0
11222.22222,0
11225.69444,0
11229.16667,0
11232.63889,0
11236.11111,0
11239.58333,0
11243.05556,0
11246.52778,0
11250,0
11253.47222,0
11256.94444,0
11260.41667,0
11263.88889,0
11267.36111,0
11270.83333,0
11274.30556,0
11277.77778,0
11281.25,0
11284.72222,0
11288.19444,0
11291.66667,0
11295.13889,0
11298.61111,0
11302.08333,0
11305.55556,0
11309.02778,0
11312.5,0
11315.97222,0
11319.44444,0
11322.91667,0
11326.38889,0
11329.86111,0
11333.33333,0
11336.80556,0
11340.27778,0
11343.75,0
11347.22222,0
11350.69444,0
11354.16667,0
11357.63889,0
11361.11111,0
11364.58333,0
11368.05556,0
11371.52778,0
11375,0
11378.47222,0
11381.94444,0
11385.41667,0
11388.88889,0
11392.36111,0
11395.83333,0
11399.30556,0
11402.77778,0
11406.25,0
11409.72222,0
11413.19444,0
11416.66667,0
11420.13889,0
11423.61111,0
11427.08333,0
11430.55556,0
11434.02778,0
11437.5,0
11440.97222,0
11444.44444,0
11447.91667,0
11451.38889,0
11454.86111,0
11458.33333,0
11461.80556,0
11465.27778,0
11468.75,0
11472.22222,0
11475.69444,0
11479.16667,0
11482.63889,0
11486.11111,0
11489.58333,0
11493.05556,0
11496.52778,0
11500,0
11503.47222,0
11506.94444,0
11510.41667,0
11513.88889,0
11517.36111,0
11520.83333,0
11524.30556,0
11527.77778,0
11531.25,0
11534.72222,0
11538.19444,0
11541.66667,0
11545.13889,0
11548.61111,0
11552.08333,0
11555.55556,0
11559.02778,0
11562.5,0
11565.97222,0
11569.44444,0
11572.91667,0
11576.38889,0
11579.86111,0
11583.33333,0
11586.80556,0
11590.27778,0
11593.75,0
11597.22222,0
11600.69444,0
11604.16667,0
11607.63889,0
11611.11111,0
11614.58333,0
11618.05556,0
11621.52778,0
11625,0
11628.47222,0
11631.94444,0
11635.41667,0
11638.88889,0
11642.36111,0
11645.83333,0
11649.30556,0
11652.77778,0
11656.25,0
11659.72222,0
11663.19444,0
11666.66667,0
11670.13889,0
11673.61111,0
11677.08333,0
11680.55556,0
11684.02778,0
11687.5,0
11690.97222,0
11694.44444,0
11697.91667,0
11701.38889,0
11704.86111,0
11708.33333,0
11711.80556,0
11715.27778,0
11718.75,0
11722.22222,0
11725.69444,0
11729.16667,0
11732.63889,0
11736.11111,0
11739.58333,0
11743.05556,0
11746.52778,0
11750,0
11753.47222,0
11756.94444,0
11760.41667,0
11763.88889,0
11767.36111,0
11770.83333,0
11774.30556,0
11777.77778,0
11781.25,0
11784.72222,0
11788.19444,0
11791.66667,0
11795.13889,0
11798.61111,0
11802.08333,0
11805.55556,0
11809.02778,0
11812.5,0
11815.97222,0
11819.44444,0
11822.91667,0
11826.38889,0
11829.86111,0
11833.33333,0
11836.80556,0
11840.27778,0
11843.75,0
11847.22222,0
11850.69444,0
11854.16667,0
11857.63889,0
11861.11111,0
11864.58333,0
11868.05556,0
11871.52778,0
11875,0
11878.47222,0
11881.94444,0
11885.41667,0
11888.88889,0
11892.36111,0
11895.83333,0
11899.30556,0
11902.77778,0
11906.25,0
11909.72222,0
11913.19444,0
11916.66667,0
11920.13889,0
11923.61111,0
11927.08333,0
11930.55556,0
11934.02778,0
11937.5,0
11940.97222,0
11944.44444,0
11947.91667,0
11951.38889,0
11954.86111,0
11958.33333,0
11961.80556,0
11965.27778,0
11968.75,0
11972.22222,0
11975.69444,0
11979.16667,0
11982.63889,0
11986.11111,0
11989.58333,0
11993.05556,0
11996.52778,0
12000,0
12003.47222,0
12006.94444,0
12010.41667,0
12013.88889,0
12017.36111,0
12020.83333,0
12024.30556,0
12027.77778,0
12031.25,0
12034.72222,0
12038.19444,0
12041.66667,0
12045.13889,0
12048.61111,0
12052.08333,0
12055.55556,0
12059.02778,0
12062.5,0
12065.97222,0
12069.44444,0
12072.91667,0
12076.38889,0
12079.86111,0
12083.33333,0
12086.80556,0
12090.27778,0
12093.75,0
12097.22222,0
12100.69444,0
12104.16667,0
12107.63889,0
12111.11111,0
12114.58333,0
12118.05556,0
12121.52778,0
12125,0
12128.47222,0
12131.94444,0
12135.41667,0
12138.88889,0
12142.36111,0
12145.83333,0
12149.30556,0
12152.77778,0
12156.25,0
12159.72222,0
12163.19444,0
12166.66667,0
12170.13889,0
12173.61111,0
12177.08333,0
12180.55556,0
12184.02778,0
12187.5,0
12190.97222,0
12194.44444,0
12197.91667,0
12201.38889,0
12204.86111,0
12208.33333,0
12211.80556,0
12215.27778,0
12218.75,0
12222.22222,0
12225.69444,0
12229.16667,0
12232.63889,0
12236.11111,0
12239.58333,0
12243.05556,0
12246.52778,0
12250,0
12253.47222,0
12256.94444,0
12260.41667,0
12263.88889,0
12267.36111,0
12270.83333,0
12274.30556,0
12277.77778,0
12281.25,0
12284.72222,0
12288.19444,0
12291.66667,0
12295.13889,0
12298.61111,0
12302.08333,0
12305.55556,0
12309.02778,0
12312.5,0
