RMS Level,,,
Ch1,,Ch2,
X,Y,X,Y
Hz,dBSPL,Hz,dBSPL
20.0,103.0,20.0,103.0
300.0,104.5,300.0,104.5
300.0,104.5,300.0,104.5
700.0,102.0,700.0,102.0
700.0,102.0,700.0,102.0
2000.0,104.5,2000.0,104.5
2000.0,104.5,2000.0,104.5
8000.0,104.5,8000.0,104.5
