"RMS Level",
Ch1,
X,Y
Hz,dBSPL
17.3611111111111,82.1307369094366
20.8333333333333,82.3089481918776
24.3055555555556,83.5765191619791
27.7777777777778,84.1752525526187
31.25,84.9086057522098
34.7222222222222,85.0942812540915
38.1944444444444,85.5761579376182
41.6666666666667,85.6661593830665
45.1388888888889,85.8518819414448
48.6111111111111,85.7291488062913
52.0833333333333,85.7286947225795
55.5555555555556,85.3327836093964
59.0277777777778,84.9614718938123
62.5,84.5362044142246
65.9722222222222,83.9819970039957
69.4444444444444,83.3331375745052
72.9166666666667,82.5587812768637
76.3888888888889,81.8912566868054
79.8611111111111,80.9978647763676
83.3333333333333,80.3337804077265
86.8055555555556,79.5523626633704
90.2777777777778,78.770911010268
93.75,77.9047349969652
97.2222222222222,77.0939388435606
100.694444444444,76.5504805771801
104.166666666667,75.680048450793
107.638888888889,75.0533113217047
111.111111111111,74.3656556243044
114.583333333333,73.67601475991
118.055555555556,72.9054756011876
121.527777777778,72.1380110481178
125,71.2010506470338
128.472222222222,70.3889518040058
131.944444444444,70.0165682204939
135.416666666667,70.2280868694649
138.888888888889,69.1661116588857
142.361111111111,67.7880657082811
145.833333333333,67.6021659840755
149.305555555556,67.7100375529655
152.777777777778,67.2706105771537
156.25,67.0280045078028
159.722222222222,66.4244600732562
163.194444444444,66.1875434596209
166.666666666667,65.8553351445256
170.138888888889,65.5191976518186
173.611111111111,65.5185478842682
177.083333333333,65.5358014471297
180.555555555556,65.3180144164227
184.027777777778,65.0714649504566
187.5,65.0322916943075
190.972222222222,64.7848059272091
194.444444444444,64.9635749710897
197.916666666667,65.0092633311428
201.388888888889,65.0024473271825
204.861111111111,65.1185145153269
208.333333333333,64.8665964816029
211.805555555556,64.9774605595195
215.277777777778,64.9850666251272
218.75,65.122142746534
222.222222222222,65.1515261499907
225.694444444444,65.4116190841504
229.166666666667,65.3850949142021
232.638888888889,65.5452290266308
236.111111111111,65.3371250618386
239.583333333333,65.3538867557319
243.055555555556,65.3749596254215
246.527777777778,65.2792444347096
250,65.3536874282637
253.472222222222,65.5375908822496
256.944444444444,65.7889151227919
260.416666666667,65.730833035187
263.888888888889,65.814609766019
267.361111111111,65.8459614168059
270.833333333333,65.8770301670921
274.305555555556,66.0164752500382
277.777777777778,66.3365905907022
281.25,66.4161811710418
284.722222222222,66.5038079737461
288.194444444444,66.6582981155482
291.666666666667,66.4217124120236
295.138888888889,66.1670048781113
298.611111111111,66.0928206382856
302.083333333333,65.9631813617065
305.555555555556,65.7941125549871
309.027777777778,65.8358114835524
312.5,65.8648757179372
315.972222222222,65.8960134635278
319.444444444444,66.4424868869183
322.916666666667,67.0500484906499
326.388888888889,67.4851507308988
329.861111111111,67.8675538096149
333.333333333333,67.5053493261095
336.805555555556,67.4988233586606
340.277777777778,67.3934340044969
343.75,67.4837795564853
347.222222222222,67.2834494247786
350.694444444444,67.1602274526746
354.166666666667,67.0766371640359
357.638888888889,66.9533374686747
361.111111111111,67.0250820712921
364.583333333333,66.9050125175636
368.055555555556,66.9046623841665
371.527777777778,66.9901595746107
375,67.0121146810117
378.472222222222,67.2065434094874
381.944444444444,66.8770017040175
385.416666666667,67.2067096163869
388.888888888889,67.3371522748389
392.361111111111,67.5443665334976
395.833333333333,67.1344378727567
399.305555555556,67.3788774862436
402.777777777778,67.2302702909987
406.25,67.5004065119985
409.722222222222,67.68122772006
413.194444444444,67.6192164007605
416.666666666667,67.663940546037
420.138888888889,67.4945319340633
423.611111111111,67.9799920561987
427.083333333333,68.7263338146163
430.555555555556,69.4447423163603
434.027777777778,69.8362292623498
437.5,70.0612499023183
440.972222222222,70.0053636320842
444.444444444444,70.0105268235646
447.916666666667,69.7936109047991
451.388888888889,69.5068953125274
454.861111111111,69.3344843971263
458.333333333333,69.396825383608
461.805555555556,69.4405683728596
465.277777777778,69.3404453117113
468.75,69.2812510076105
472.222222222222,69.1264204949327
475.694444444444,69.0790810868581
479.166666666667,69.0304156602661
482.638888888889,69.0584759355005
486.111111111111,69.0050058807839
489.583333333333,68.942613456732
493.055555555556,68.8743281456645
496.527777777778,68.8349972803428
500,68.7980407145597
503.472222222222,68.7537663568863
506.944444444444,68.7456417758221
510.416666666667,68.7515891351154
513.888888888889,68.685324551248
517.361111111111,68.6243920205706
520.833333333333,68.5946103203855
524.305555555556,68.609327806335
527.777777777778,68.5835982841057
531.25,68.5879902491268
534.722222222222,68.4743233720067
538.194444444444,68.5717387081
541.666666666667,68.4867008524544
545.138888888889,68.4578118798023
548.611111111111,68.4527370327772
552.083333333333,68.4801694907507
555.555555555556,68.448756727556
559.027777777778,68.3894630225772
562.5,68.3106824057162
565.972222222222,68.3299823544829
569.444444444444,68.3940243198233
572.916666666667,68.386058548866
576.388888888889,68.3524837752515
579.861111111111,68.3653336073322
583.333333333333,68.2935954619267
586.805555555556,68.2891680270863
590.277777777778,68.2064880721947
593.75,68.2111581077951
597.222222222222,68.2211779957851
600.694444444444,68.1712680639614
604.166666666667,68.208836531719
607.638888888889,68.1276031817399
611.111111111111,68.1392734099326
614.583333333333,68.1756905486295
618.055555555556,68.117275108558
621.527777777778,68.1596355120129
625,68.1036861714181
628.472222222222,68.1456976145828
631.944444444444,68.0911838562422
635.416666666667,68.068376842223
638.888888888889,68.0607204495134
642.361111111111,68.0163909071215
645.833333333333,67.9738504389748
649.305555555556,67.9820360389155
652.777777777778,67.9478695612496
656.25,67.9191331797587
659.722222222222,67.9259149704269
663.194444444444,67.9391381875842
666.666666666667,67.9368051673533
670.138888888889,67.9246973382679
