"Smooth RMS",
Ch1,
X,Y
Hz,dBSPL
17.3611111111111,80.7765900199252
20.8333333333333,83.6912652838446
24.3055555555556,83.6286529635773
27.7777777777778,84.7206965193736
31.25,84.9501429371129
34.7222222222222,85.7858096107497
38.1944444444444,86.4925257668239
41.6666666666667,86.8139143099589
45.1388888888889,86.8909245375745
48.6111111111111,86.911497745176
52.0833333333333,87.0480305525964
55.5555555555556,86.9851161690917
59.0277777777778,87.1214814556704
62.5,86.9809830631783
65.9722222222222,86.9222163248369
68.3422891453635,86.865470728236
69.314596086386,86.8152895474448
70.3007360552363,86.7361914516578
71.3009058546428,86.6885199510706
72.3153050872498,86.6365929647069
73.344136195452,86.6076482327033
74.3876045017953,86.6233440535013
75.4459182499534,86.6411321238585
76.5192886462862,86.6749178107222
77.6079299019901,86.6832009502413
78.7120592758482,86.6811251047523
79.8318971175877,86.6676274831776
80.9676669118556,86.6540816938225
82.1195953228187,86.6421204926143
83.2879122393988,86.5968923510497
84.4728508211516,86.5404370103669
85.6746475447976,86.5128444468685
86.893542251416,86.4400060895272
88.129778194309,86.3836631346109
89.383602087548,86.3503781871723
90.6552641552096,86.2771275065699
91.9450181813127,86.2327127983924
93.2531215604662,86.1924235043711
94.5798353492362,86.1273548249039
95.9254243182453,86.0949366631032
97.2901570050123,86.0547359992302
98.6743057675441,86.0212636559534
100.07814683869,85.9979299190841
101.501960381267,85.9611686072277
102.946030543977,85.9281012505525
104.410645518107,85.8821652209358
105.896097595048,85.8404393844661
107.402683224626,85.7852580904175
108.930703074263,85.7169834883047
110.480462088982,85.6546975680455
112.052269552265,85.5896257297704
113.646439147774,85.5285495093302
115.263289021954,85.4715106418479
116.903141847527,85.4220040132778
118.566324887883,85.3862144449465
120.253170062396,85.3427419538218
121.964014012661,85.3061057802374
123.699198169681,85.2603978193505
125.459068822001,85.2103864230304
127.243977184821,85.1412675978355
129.054279470086,85.0809780419489
130.890336957575,85.006643143613
132.752516066997,84.9432735997487
134.641188431126,84.8614921655158
136.556730969958,84.7953720273539
138.499525965938,84.7216492456165
140.46996114025,84.6587197831095
142.468429730194,84.5971563823088
144.495330567662,84.5386273431157
146.551068158738,84.4830691916575
148.636052764418,84.4185847087934
150.750700482489,84.359705133737
152.89543333057,84.2953915095052
155.070679330331,84.2298250735497
157.276872592914,84.1735913248849
159.514453405566,84.1260521473083
161.783868319511,84.0850085795242
164.085570239065,84.0433985608624
166.420018512018,84.0039593053028
168.787679021314,83.960379708958
171.189024278018,83.9103209960216
173.624533515619,83.8509589065659
176.094692785672,83.7879573097123
178.599995054792,83.7263122708482
181.140940303041,83.6735796055091
183.718035623705,83.630591616728
186.331795324496,83.5940564406008
188.98274103019,83.5583020141134
191.671401786728,83.5152124582515
194.398314166797,83.4616903934481
197.164022376913,83.404106421628
199.969078366028,83.3468767215569
202.81404193568,83.2890289788114
205.699480851714,83.2337460064462
208.62597095759,83.1844790858786
211.594096289304,83.1331867722383
214.604449191939,83.0718261536214
217.657630437885,83.0039184675637
220.75424934673,82.9349668734986
223.894923906862,82.8682859391611
227.080280898802,82.8076746210779
230.310956020286,82.7427472571839
233.587594013137,82.659312119855
236.910848791926,82.550258962917
240.281383574482,82.399435504589
243.699871014243,82.1869568052084
247.166993334501,81.8882726000169
250.683442464551,81.4760539170927
254.249920177776,80.9393676039274
257.867138231702,80.3217733094763
261.535818510044,79.7068764365957
265.256693166765,79.2056721047158
269.0305047722,78.9455305989593
272.858006461241,78.9696917032794
276.739962083645,79.2004410059413
280.677146356474,79.4944436455677
284.670345018701,79.7682035586546
288.720354988022,79.9910110366947
292.827984519896,80.1636704820468
296.994053368845,80.2953854963029
301.219392952052,80.4004533646187
305.504846515291,80.4822904017344
309.851269301204,80.5402690213564
314.259528719986,80.5782904789436
318.730504522494,80.597596575076
323.265088975814,80.6039542643797
327.86418704133,80.6036505344339
332.528716555332,80.5977706587478
337.259608412179,80.5906723626248
342.057806750081,80.5833753013275
346.92426913952,80.5740887510849
351.859966774348,80.5619503739951
356.865884665611,80.5488911397234
361.943021838124,80.5305092012314
367.092391529843,80.5067207929758
372.315021394082,80.4855732432314
377.611953704594,80.4712277746396
382.984245563579,80.4659796186027
388.43296911265,80.4572250833172
393.959211746796,80.4333129709318
399.564076331393,80.4073301356042
405.248681422305,80.3773312418862
411.014161489106,80.335713946211
416.86166714149,80.2857080423752
422.792365358897,80.2459327908695
428.807439723401,80.2060059853911
434.90809065592,80.1640550122928
441.095535655782,80.1224492158476
447.371009543699,80.0820956916645
453.735764708197,80.044752267308
460.191071355558,80.0106129360612
466.73821776331,79.9780033403062
473.378510537327,79.9453271535878
480.113274872589,79.9143427934804
486.943854817647,79.8867108545167
493.871613542855,79.8630976534113
500.897933612414,79.8391685227115
508.024217260293,79.8183668422579
515.251886670065,79.8036023600579
522.582384258735,79.7862990749724
530.017172964599,79.766444100621
537.557736539204,79.7515486739738
545.205579843453,79.7393956207587
552.962229147933,79.7220412697291
560.829232437511,79.7007683854959
568.808159720258,79.6746247496836
576.90060334078,79.6472983920164
585.108178297996,79.6216579958438
593.432522567444,79.5935514547817
601.875297428169,79.5678069989924
610.43818779426,79.5511617266065
619.122902551108,79.5358297662053
627.93117489645,79.5152513259918
636.864762686254,79.4943078192083
645.925448785536,79.4717221789367
655.115041424165,79.4399424318348
664.435374557726,79.4003096875847
673.888308233525,79.3578241816891
683.475728961791,79.3147583125503
693.199550092168,79.272384522051
703.061712195557,79.2332059159852
713.064183451399,79.1994301943388
723.208960040455,79.1718615730495
733.498066543185,79.1471972687903
743.933556343791,79.1226279874204
754.517512040009,79.0981019960171
765.252045858728,79.0745629040935
776.139300077525,79.0503997937445
787.1814474522,79.0262914993148
798.380691650386,79.0029201124885
809.739267691334,78.9817368747995
821.259442391952,78.9622706804412
832.943514819195,78.9443233289178
844.79381674888,78.9231473076486
856.812713131042,78.9014507468832
869.002602561899,78.8766522332387
881.365917762542,78.8453476316173
893.905126064425,78.8073636218798
906.62272990177,78.7685320025214
919.521267310977,78.7234163046429
932.603312437131,78.6721487491968
945.871476047725,78.6209829483308
959.328406053688,78.5730298235497
972.976788037822,78.5248539037565
986.819345790765,78.4777559562243
1000.85884185457,78.4321200485737
1015.09807807402,78.3847378693182
1029.53989615581,78.3330601421933
1044.18717823561,78.2783191290456
1059.04284745333,78.2204353000148
1074.10986853641,78.1579531118671
1089.39124839153,78.0924635853556
1104.89003670468,78.0280561361938
1120.6093265498,77.9643223185451
1136.55225500602,77.8985246338473
1152.72200378378,77.8331138304817
1169.12179985974,77.7650118520327
1185.75491612083,77.68142020681
1202.62467201742,77.5798901240411
1219.73443422571,77.4634338342629
1237.0876173197,77.32989961545
1254.68768445258,77.1806482706386
1272.53814804787,77.0231457694307
1290.64257050044,76.8571887231021
1309.00456488736,76.6873518168283
1327.62779568905,76.5192748759784
1346.51597952055,76.3437521645616
1365.67288587323,76.1539821508336
1385.1023378671,75.9648754536766
1404.80821301375,75.778039697267
1424.7944439902,75.5727590802458
1445.06501942374,75.3473975679922
1465.62398468793,75.1303717975116
1486.47544270992,74.9435773486907
1507.62355478928,74.7684440646462
1529.07254142847,74.5916696369155
1550.82668317511,74.4448198883687
1572.89032147623,74.3336206472966
1595.26785954473,74.2077436637528
1617.96376323807,74.0593894577312
1640.98256194955,73.9599402882542
1664.32884951225,73.8974753932746
1688.00728511576,73.8344584664185
1712.02259423605,73.8068556214623
1736.37956957855,73.8487665893002
1761.08307203454,73.8814965643064
1786.13803165134,73.868659892198
1811.5494486161,73.8466007412154
1837.32239425373,73.802229665681
1863.46201203899,73.7007799351837
