"Smooth RMS",
Ch1,
X,Y
Hz,dBSPL
1889.9735186229,73.5836950771243
1916.86220487392,73.4958130648804
1944.13343693374,73.4243430615653
1971.79265728827,73.3844747623167
1999.84538585376,73.3973210343106
2028.29722107838,73.427660681767
2057.15384105955,73.4490166184503
2086.42100467707,73.4644454401908
2116.10455274243,73.4495579721327
2146.21040916443,73.3980332148853
2176.74458213143,73.3275822569375
2207.7131653104,73.2465136723323
2239.12233906301,73.1667848387326
2270.97837167905,73.1032018660225
2303.28762062737,73.0534541743511
2336.05653382465,73.0328085358138
2369.29165092217,73.0390590801639
2402.99960461096,73.0697909893971
2437.18712194548,73.1225635360081
2471.86102568608,73.1909215693122
2507.02823566064,73.2533802630152
2542.69577014559,73.3036487326055
2578.87074726646,73.3512248794192
2615.56038641849,73.4039092945464
2652.77200970739,73.4733177454741
2690.51304341058,73.5687026049014
2728.79101945929,73.692850316135
2767.61357694162,73.8428524000185
2806.98846362715,74.0059912862797
2846.9235375131,74.1830542843711
2887.42676839254,74.3641823746428
2928.50623944495,74.5480838100685
2970.17014884933,74.7348728818196
3012.42681142031,74.9160322976954
3055.28466026755,75.1033339423499
3098.7522484787,75.294173760871
3142.83825082633,75.4921062568679
3187.55146549916,75.6847676773113
3232.9008158579,75.8769061014333
3278.89535221606,76.0633173996608
3325.54425364611,76.2432333080698
3372.85682981136,76.4152177558904
3420.84252282386,76.5789958229231
3469.51090912875,76.7336457964144
3518.87170141541,76.8872884251904
3568.93475055584,77.056411792991
3619.71004757056,77.241715393808
3671.20772562252,77.4459102760505
3723.43806203935,77.6739737110415
3776.41148036439,77.9254142173521
3830.13855243693,78.185692619566
3884.630000502,78.442691657323
3939.89669935019,78.6984525255105
3995.94967848792,78.9538590425977
4052.80012433861,79.2096817337569
4110.4593824751,79.4677878974891
4168.93895988392,79.7285995116254
4228.25052726166,79.9892167006044
4288.40592134415,80.2615805837329
4349.41714726864,80.5508851363264
4411.29638096971,80.8513585111298
4474.05597160914,81.1644727740892
4537.70844404046,81.4963005484079
4602.26650130853,81.8478588016254
4667.74302718462,82.2153375399333
4734.15108873766,82.5920851280567
4801.503938942,82.971737050751
4869.81501932226,83.34891153912
4939.09796263591,83.7116154328359
5009.36659559385,84.0525304583006
5080.63494161987,84.3639095874931
5152.91722364925,84.6395375333929
5226.22786696721,84.878852515677
5300.58150208777,85.0830051746346
5375.9929676735,85.2497369956541
5452.4773134969,85.3784923904171
5530.04980344386,85.4680815170226
5608.72591855982,85.5129068111222
5688.52136013933,85.5080597018815
5769.45205285953,85.4459090458953
5851.53414795822,85.3195310355603
5934.78402645715,85.1289503705764
6019.21830243114,84.8754500849083
6104.85382632375,84.5591125913204
6191.7076883101,84.1855887582199
6279.79722170751,83.7656235349592
6369.14000643474,83.3084109709098
6459.75387252034,82.829841470708
6551.65690366097,82.3497552513705
6644.8674408304,81.886576322443
6739.40408593972,81.4565070789586
6835.28570554976,81.0699430708085
6932.53143463621,80.722569270565
7031.16068040843,80.4002787032075
7131.19312618244,80.0827621418994
7232.6487353092,79.7390903518343
7335.54775515855,79.3419111276901
7439.91072116006,78.8716311978045
7545.75846090119,78.3110982420299
7653.11209828387,77.6535808260782
7761.99305774014,76.9129693013198
7872.42306850781,76.1152460314596
7984.42416896693,75.2973601324378
8098.01871103798,74.5063307985544
8213.22936464259,73.7909251369332
8330.07912222777,73.1868747590857
8448.59130335447,72.7136372959722
8568.78955935145,72.3644356090441
8690.69787803533,72.1135741198339
8814.34058849782,71.9242588270317
8939.74236596102,71.7539006740572
9066.92823670189,71.5531184437865
9195.92358304663,71.2768494684564
9326.75414843625,70.8890103466913
9459.44604256416,70.36771551804
9594.02574658681,69.7038791910879
9730.52011840853,68.911666595153
9868.95639804155,68.0467748299652
10009.3622130422,67.2265083011033
10151.7655840245,66.6134235016385
10296.1949302524,66.3488938412061
10442.679075311,66.4590602744307
10591.2472528591,66.8339399346103
10741.9291124635,67.3299956373093
10894.7547255155,67.8587054927137
11049.754591233,68.3828195917632
11206.9596427466,68.8925081161597
11366.401253273,69.39024505458
11528.1112423765,69.8725287724807
11692.1218823187,70.321873377082
11858.4659044991,70.7088241940315
12027.1765059878,70.9998814949518
12198.2873561497,71.1648018997493
12371.8326033647,71.1851725360724
12547.8468818422,71.0499802055525
12726.365318533,70.7557519053177
12907.4235401398,70.3126804079075
13091.057680227,69.7601381789767
13277.3043864316,69.1774607561266
13466.2008277776,68.6847751249156
13657.784702093,68.4183323380321
13852.0942435336,68.4670363083942
14049.1682302132,68.8082270663449
14249.0459919424,69.3377883369253
14451.767418078,69.9522222007432
14657.3729654829,70.573405319216
14865.903666601,71.1397149936864
15077.4011376451,71.6187671375668
15291.9075869027,71.9998619050665
15509.4658231596,72.2764302840654
15730.1192642425,72.4452078084709
15953.9119456847,72.5247466885568
16180.8885295134,72.5487605698093
16411.0943131636,72.555651652177
16644.5752385175,72.5798484112447
16881.3779010734,72.6470459004745
17121.5495592443,72.7661768968327
17365.1381437897,72.919492428999
17612.1922673809,73.071831295325
17862.7612343023,73.1981563401618
18116.8950502914,73.2893884924322
18374.6444325181,73.3398200999556
18636.0608197064,73.3443805031909
18901.1963823999,73.2999848959549
19170.1040333735,73.2394510048106
19442.837438193,73.2039693371887
19719.4510259251,73.1645486109187
20000,73.1036946860735
